,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,TotalIncome,TotalIncome_log
0,LP001002,1,0,0,0,0,5849,0.0,130.0,360.0,1.0,2,1,4.867534450455582,5849.0,8.674025985443025
1,LP001003,1,1,1,0,0,4583,1508.0,128.0,360.0,1.0,0,0,4.852030263919617,6091.0,8.714567550836485
2,LP001005,1,1,0,0,1,3000,0.0,66.0,360.0,1.0,2,1,4.189654742026425,3000.0,8.006367567650246
3,LP001006,1,1,0,1,0,2583,2358.0,120.0,360.0,1.0,2,1,4.787491742782046,4941.0,8.50532301884575
4,LP001008,1,0,0,0,0,6000,0.0,141.0,360.0,1.0,2,1,4.948759890378168,6000.0,8.699514748210191
5,LP001011,1,1,2,0,1,5417,4196.0,267.0,360.0,1.0,2,1,5.58724865840025,9613.0,9.170871628065816
6,LP001013,1,1,0,1,0,2333,1516.0,95.0,360.0,1.0,2,1,4.553876891600541,3849.0,8.255568653283746
7,LP001014,1,1,3,0,0,3036,2504.0,158.0,360.0,0.0,1,0,5.062595033026967,5540.0,8.61974977974133
8,LP001018,1,1,2,0,0,4006,1526.0,168.0,360.0,1.0,2,1,5.123963979403259,5532.0,8.61830469278465
9,LP001020,1,1,1,0,0,12841,10968.0,349.0,360.0,1.0,1,0,5.855071922202427,23809.0,10.077818939438902
10,LP001024,1,1,2,0,0,3200,700.0,70.0,360.0,1.0,2,1,4.248495242049359,3900.0,8.268731832117737
11,LP001027,1,1,2,0,0,2500,1840.0,109.0,360.0,1.0,2,1,4.6913478822291435,4340.0,8.375629627094451
12,LP001028,1,1,2,0,0,3073,8106.0,200.0,360.0,1.0,2,1,5.298317366548036,11179.0,9.321792297270326
13,LP001029,1,0,0,0,0,1853,2840.0,114.0,360.0,1.0,0,0,4.736198448394496,4693.0,8.453827315794417
14,LP001030,1,1,2,0,0,1299,1086.0,17.0,120.0,1.0,2,1,2.833213344056216,2385.0,7.776954403322442
15,LP001032,1,0,0,0,0,4950,0.0,125.0,360.0,1.0,2,1,4.8283137373023015,4950.0,8.507142855562735
17,LP001036,0,0,0,0,0,3510,0.0,76.0,360.0,0.0,2,0,4.330733340286331,3510.0,8.163371316459912
18,LP001038,1,1,0,1,0,4887,0.0,133.0,360.0,1.0,0,0,4.890349128221754,4887.0,8.494333897270154
19,LP001041,1,1,0,0,0,2600,3500.0,115.0,360.0,1.0,2,1,4.74493212836325,6100.0,8.716044050161402
20,LP001043,1,1,0,1,0,7660,0.0,104.0,360.0,0.0,2,0,4.6443908991413725,7660.0,8.943767262734637
21,LP001046,1,1,1,0,0,5955,5625.0,315.0,360.0,1.0,2,1,5.752572638825633,11580.0,9.357034751126987
22,LP001047,1,1,0,1,0,2600,1911.0,116.0,360.0,0.0,1,0,4.7535901911063645,4511.0,8.414274137408396
23,LP001050,0,1,2,1,0,3365,1917.0,112.0,360.0,0.0,0,0,4.718498871295094,5282.0,8.572060092857077
25,LP001066,1,1,0,0,1,9560,0.0,191.0,360.0,1.0,1,1,5.25227342804663,9560.0,9.165343006045447
26,LP001068,1,1,0,0,0,2799,2253.0,122.0,360.0,1.0,1,1,4.804021044733257,5052.0,8.527539483470381
27,LP001073,1,1,2,1,0,4226,1040.0,110.0,360.0,1.0,2,1,4.700480365792417,5266.0,8.569026340056254
28,LP001086,1,0,0,1,0,1442,0.0,35.0,360.0,1.0,2,0,3.5553480614894135,1442.0,7.273786317844895
29,LP001087,0,0,2,0,0,3750,2083.0,120.0,360.0,1.0,1,1,4.787491742782046,5833.0,8.671286726753637
31,LP001095,1,0,0,0,0,3167,0.0,74.0,360.0,1.0,2,0,4.30406509320417,3167.0,8.06054004653864
32,LP001097,1,0,1,0,1,4692,0.0,106.0,360.0,1.0,0,0,4.663439094112067,4692.0,8.453614209773367
33,LP001098,1,1,0,0,0,3500,1667.0,114.0,360.0,1.0,1,1,4.736198448394496,5167.0,8.550047528287184
34,LP001100,1,0,3,0,0,12500,3000.0,320.0,360.0,1.0,0,0,5.768320995793772,15500.0,9.648595302907339
35,LP001106,1,1,0,0,0,2275,2067.0,130.0,360.0,1.0,2,1,4.867534450455582,4342.0,8.376090350438238
36,LP001109,1,1,0,0,0,1828,1330.0,100.0,360.0,0.0,2,0,4.605170185988092,3158.0,8.057694194815587
37,LP001112,0,1,0,0,0,3667,1459.0,144.0,360.0,1.0,1,1,4.969813299576001,5126.0,8.542080906924017
38,LP001114,1,0,0,0,0,4166,7210.0,184.0,360.0,1.0,2,1,5.214935757608986,11376.0,9.339261152043022
39,LP001116,1,0,0,1,0,3748,1668.0,110.0,360.0,1.0,1,1,4.700480365792417,5416.0,8.59711281459211
40,LP001119,1,0,0,0,0,3600,0.0,80.0,360.0,1.0,2,0,4.382026634673881,3600.0,8.1886891244442
41,LP001120,1,0,0,0,0,1800,1213.0,47.0,360.0,1.0,2,1,3.8501476017100584,3013.0,8.0106915391303
43,LP001131,1,1,0,0,0,3941,2336.0,134.0,360.0,1.0,1,1,4.897839799950911,6277.0,8.744647438317532
44,LP001136,1,1,0,1,1,4695,0.0,96.0,360.0,1.0,2,1,4.564348191467836,4695.0,8.454253391642363
45,LP001137,0,0,0,0,0,3410,0.0,88.0,360.0,1.0,2,1,4.477336814478207,3410.0,8.134467570277563
46,LP001138,1,1,1,0,0,5649,0.0,44.0,360.0,1.0,2,1,3.784189633918261,5649.0,8.639233817325263
47,LP001144,1,1,0,0,0,5821,0.0,144.0,360.0,1.0,2,1,4.969813299576001,5821.0,8.669227347271736
48,LP001146,0,1,0,0,0,2645,3440.0,120.0,360.0,0.0,2,0,4.787491742782046,6085.0,8.713582005421628
49,LP001151,0,0,0,0,0,4000,2275.0,144.0,360.0,1.0,1,1,4.969813299576001,6275.0,8.744328763999984
50,LP001155,0,1,0,1,0,1928,1644.0,100.0,360.0,1.0,1,1,4.605170185988092,3572.0,8.18088094199639
51,LP001157,0,0,0,0,0,3086,0.0,120.0,360.0,1.0,1,1,4.787491742782046,3086.0,8.034631032923107
52,LP001164,0,0,0,0,0,4230,0.0,112.0,360.0,1.0,1,0,4.718498871295094,4230.0,8.349957272040324
53,LP001179,1,1,2,0,0,4616,0.0,134.0,360.0,1.0,2,0,4.897839799950911,4616.0,8.437283808187935
54,LP001186,0,1,1,0,1,11500,0.0,286.0,360.0,0.0,2,0,5.655991810819852,11500.0,9.350102314351341
55,LP001194,1,1,2,0,0,2708,1167.0,97.0,360.0,1.0,1,1,4.574710978503383,3875.0,8.262300941787448
56,LP001195,1,1,0,0,0,2132,1591.0,96.0,360.0,1.0,1,1,4.564348191467836,3723.0,8.222285073872717
57,LP001197,1,1,0,0,0,3366,2200.0,135.0,360.0,1.0,0,0,4.90527477843843,5566.0,8.624431942085836
58,LP001198,1,1,1,0,0,8080,2250.0,180.0,360.0,1.0,2,1,5.19295685089021,10330.0,9.242807562113684
59,LP001199,1,1,2,1,0,3357,2859.0,144.0,360.0,1.0,2,1,4.969813299576001,6216.0,8.734881892047483
60,LP001205,1,1,0,0,0,2500,3796.0,120.0,360.0,1.0,2,1,4.787491742782046,6296.0,8.74766979009724
61,LP001206,1,1,3,0,0,3029,0.0,99.0,360.0,1.0,2,1,4.59511985013459,3029.0,8.015987811027237
62,LP001207,1,1,0,1,1,2609,3449.0,165.0,180.0,0.0,0,0,5.10594547390058,6058.0,8.709134991587183
63,LP001213,1,1,1,0,0,4945,0.0,130.0,360.0,0.0,0,0,4.867534450455582,4945.0,8.506132244056813
64,LP001222,0,0,0,0,0,4166,0.0,116.0,360.0,0.0,1,0,4.7535901911063645,4166.0,8.334711621820917
65,LP001225,1,1,0,0,0,5726,4595.0,258.0,360.0,1.0,1,0,5.552959584921617,10321.0,9.241935933565934
66,LP001228,1,0,0,1,0,3200,2254.0,126.0,180.0,0.0,2,0,4.836281906951478,5454.0,8.604104563405533
67,LP001233,1,1,1,0,0,10750,0.0,312.0,360.0,1.0,2,1,5.7430031878094825,10750.0,9.28266103355581
68,LP001238,1,1,3,1,1,7100,0.0,125.0,60.0,1.0,2,1,4.8283137373023015,7100.0,8.867850063029406
69,LP001241,0,0,0,0,0,4300,0.0,136.0,360.0,0.0,1,0,4.912654885736052,4300.0,8.366370301681654
70,LP001243,1,1,0,0,0,3208,3066.0,172.0,360.0,1.0,2,1,5.147494476813453,6274.0,8.744169388750624
71,LP001245,1,1,2,1,1,1875,1875.0,97.0,360.0,1.0,1,1,4.574710978503383,3750.0,8.229511118964457
72,LP001248,1,0,0,0,0,3500,0.0,81.0,300.0,1.0,1,1,4.394449154672439,3500.0,8.160518247477505
73,LP001250,1,1,3,1,0,4755,0.0,95.0,360.0,0.0,1,0,4.553876891600541,4755.0,8.46695197497949
74,LP001253,1,1,3,0,1,5266,1774.0,187.0,360.0,1.0,1,1,5.231108616854587,7040.0,8.859363449152088
75,LP001255,1,0,0,0,0,3750,0.0,113.0,480.0,1.0,2,0,4.727387818712341,3750.0,8.229511118964457
76,LP001256,1,0,0,0,0,3750,4750.0,176.0,360.0,1.0,2,0,5.170483995038151,8500.0,9.047821442478408
77,LP001259,1,1,1,0,1,1000,3022.0,110.0,360.0,1.0,2,0,4.700480365792417,4022.0,8.299534570332597
78,LP001263,1,1,3,0,0,3167,4000.0,180.0,300.0,0.0,1,0,5.19295685089021,7167.0,8.877242435993919
80,LP001265,0,0,0,0,0,3846,0.0,111.0,360.0,1.0,1,1,4.709530201312334,3846.0,8.254788926148725
81,LP001266,1,1,1,0,1,2395,0.0,157.5,360.0,1.0,1,1,5.059425458265688,2395.0,7.781138509845015
82,LP001267,0,1,2,0,0,1378,1881.0,167.0,360.0,1.0,2,0,5.117993812416755,3259.0,8.089175678837561
84,LP001275,1,1,1,0,0,3988,0.0,50.0,240.0,1.0,2,1,3.912023005428146,3988.0,8.291045131081729
85,LP001279,1,0,0,0,0,2366,2531.0,136.0,360.0,1.0,1,1,4.912654885736052,4897.0,8.496378051702317
87,LP001282,1,1,0,0,0,2500,2118.0,104.0,360.0,1.0,1,1,4.6443908991413725,4618.0,8.43771698991444
88,LP001289,1,0,0,0,0,8566,0.0,210.0,360.0,1.0,2,1,5.3471075307174685,8566.0,9.055556158175316
89,LP001310,1,1,0,0,0,5695,4167.0,175.0,360.0,1.0,1,1,5.1647859739235145,9862.0,9.196444266784072
90,LP001316,1,1,0,0,0,2958,2900.0,131.0,360.0,1.0,1,1,4.875197323201151,5858.0,8.675563527387679
91,LP001318,1,1,2,0,0,6250,5654.0,188.0,180.0,1.0,1,1,5.236441962829949,11904.0,9.384629757072872
92,LP001319,1,1,2,1,0,3273,1820.0,81.0,360.0,1.0,2,1,4.394449154672439,5093.0,8.535622326884605
93,LP001322,1,0,0,0,0,4133,0.0,122.0,360.0,1.0,1,1,4.804021044733257,4133.0,8.326758814511733
94,LP001325,1,0,0,1,0,3620,0.0,25.0,120.0,1.0,1,1,3.2188758248682006,3620.0,8.194229304819817
96,LP001327,0,1,0,0,0,2484,2302.0,137.0,360.0,1.0,1,1,4.919980925828125,4786.0,8.47345026846832
97,LP001333,1,1,0,0,0,1977,997.0,50.0,360.0,1.0,1,1,3.912023005428146,2974.0,7.9976631270201
98,LP001334,1,1,0,1,0,4188,0.0,115.0,180.0,1.0,1,1,4.74493212836325,4188.0,8.339978571990427
99,LP001343,1,1,0,0,0,1759,3541.0,131.0,360.0,1.0,1,1,4.875197323201151,5300.0,8.575462099540212
100,LP001345,1,1,2,1,0,4288,3263.0,133.0,180.0,1.0,2,1,4.890349128221754,7551.0,8.929435283803425
101,LP001349,1,0,0,0,0,4843,3806.0,151.0,360.0,1.0,1,1,5.017279836814924,8649.0,9.065198986306513
103,LP001356,1,1,0,0,0,4652,3583.0,130.0,360.0,1.0,1,1,4.867534450455582,8235.0,9.016148642611741
105,LP001367,1,1,1,0,0,3052,1030.0,100.0,360.0,1.0,2,1,4.605170185988092,4082.0,8.31434234336979
106,LP001369,1,1,2,0,0,11417,1126.0,225.0,360.0,1.0,2,1,5.41610040220442,12543.0,9.436918020024674
107,LP001370,1,0,0,1,0,7333,0.0,120.0,360.0,1.0,0,0,4.787491742782046,7333.0,8.9001399880938
108,LP001379,1,1,2,0,0,3800,3600.0,216.0,360.0,0.0,2,0,5.375278407684165,7400.0,8.909235279192261
109,LP001384,1,1,3,1,0,2071,754.0,94.0,480.0,1.0,1,1,4.543294782270004,2825.0,7.946263643580541
110,LP001385,1,0,0,0,0,5316,0.0,136.0,360.0,1.0,2,1,4.912654885736052,5316.0,8.578476419833136
111,LP001387,0,1,0,0,0,2929,2333.0,139.0,360.0,1.0,1,1,4.9344739331306915,5262.0,8.568266461600238
112,LP001391,1,1,0,1,0,3572,4114.0,152.0,360.0,0.0,0,0,5.0238805208462765,7686.0,8.94715577112479
113,LP001392,0,0,1,0,1,7451,0.0,157.5,360.0,1.0,1,1,5.059425458265688,7451.0,8.916103530553727
114,LP001398,1,0,0,0,0,5050,0.0,118.0,360.0,1.0,1,1,4.770684624465665,5050.0,8.527143522269405
115,LP001401,1,1,1,0,0,14583,0.0,185.0,180.0,1.0,0,1,5.220355825078324,14583.0,9.587611745713565
116,LP001404,0,1,0,0,0,3167,2283.0,154.0,360.0,1.0,1,1,5.0369526024136295,5450.0,8.60337088765729
118,LP001421,1,1,0,0,0,5568,2142.0,175.0,360.0,1.0,0,0,5.1647859739235145,7710.0,8.950273466557375
119,LP001422,0,0,0,0,0,10408,0.0,259.0,360.0,1.0,2,1,5.556828061699537,10408.0,9.250330020192342
121,LP001430,0,0,0,0,0,4166,0.0,44.0,360.0,1.0,1,1,3.784189633918261,4166.0,8.334711621820917
122,LP001431,0,0,0,0,0,2137,8980.0,137.0,360.0,0.0,1,1,4.919980925828125,11117.0,9.316230747233615
123,LP001432,1,1,2,0,0,2957,0.0,81.0,360.0,1.0,1,1,4.394449154672439,2957.0,7.9919305198524775
124,LP001439,1,1,0,1,0,4300,2014.0,194.0,360.0,1.0,0,1,5.267858159063328,6314.0,8.750524669117937
126,LP001448,1,1,3,0,0,23803,0.0,370.0,360.0,1.0,0,1,5.91350300563827,23803.0,10.077566902136047
127,LP001449,1,0,0,0,0,3865,1640.0,130.0,360.0,1.0,0,1,4.867534450455582,5505.0,8.61341204915678
128,LP001451,1,1,1,0,1,10513,3850.0,160.0,180.0,0.0,2,0,5.075173815233827,14363.0,9.572410734431823
131,LP001473,1,0,0,0,0,2014,1929.0,74.0,360.0,1.0,2,1,4.30406509320417,3943.0,8.279697133877628
132,LP001478,1,0,0,0,0,2718,0.0,70.0,360.0,1.0,1,1,4.248495242049359,2718.0,7.907651594711089
133,LP001482,1,1,0,0,1,3459,0.0,25.0,120.0,1.0,1,1,3.2188758248682006,3459.0,8.148734808937169
134,LP001487,1,0,0,0,0,4895,0.0,102.0,360.0,1.0,1,1,4.624972813284271,4895.0,8.49596955496461
135,LP001488,1,1,3,0,0,4000,7750.0,290.0,360.0,1.0,1,0,5.66988092298052,11750.0,9.371608519572305
136,LP001489,0,1,0,0,0,4583,0.0,84.0,360.0,1.0,0,0,4.430816798843313,4583.0,8.430109084509125
137,LP001491,1,1,2,0,1,3316,3500.0,88.0,360.0,1.0,2,1,4.477336814478207,6816.0,8.827028068509152
138,LP001492,1,0,0,0,0,14999,0.0,242.0,360.0,0.0,1,0,5.488937726156687,14999.0,9.61573881119536
139,LP001493,1,1,2,1,0,4200,1430.0,129.0,360.0,1.0,0,0,4.859812404361672,5630.0,8.635864721133736
140,LP001497,1,1,2,0,0,5042,2083.0,185.0,360.0,1.0,0,0,5.220355825078324,7125.0,8.871365005136852
141,LP001498,1,0,0,0,0,5417,0.0,168.0,360.0,1.0,2,1,5.123963979403259,5417.0,8.597297435657898
142,LP001504,1,0,0,0,1,6950,0.0,175.0,180.0,1.0,1,1,5.1647859739235145,6950.0,8.846496938558838
143,LP001507,1,1,0,0,0,2698,2034.0,122.0,360.0,1.0,1,1,4.804021044733257,4732.0,8.462103225098277
144,LP001508,1,1,2,0,0,11757,0.0,187.0,180.0,1.0,2,1,5.231108616854587,11757.0,9.372204086867741
145,LP001514,0,1,0,0,0,2330,4486.0,100.0,360.0,1.0,1,1,4.605170185988092,6816.0,8.827028068509152
146,LP001516,0,1,2,0,0,14866,0.0,70.0,360.0,1.0,2,1,4.248495242049359,14866.0,9.60683200528524
147,LP001518,1,1,1,0,0,1538,1425.0,30.0,360.0,1.0,2,1,3.4011973816621555,2963.0,7.993957547573565
148,LP001519,0,0,0,0,0,10000,1666.0,225.0,360.0,1.0,0,0,5.41610040220442,11666.0,9.364433907313582
149,LP001520,1,1,0,0,0,4860,830.0,125.0,360.0,1.0,1,1,4.8283137373023015,5690.0,8.646465527120377
150,LP001528,1,0,0,0,0,6277,0.0,118.0,360.0,0.0,0,0,4.770684624465665,6277.0,8.744647438317532
151,LP001529,1,1,0,0,1,2577,3750.0,152.0,360.0,1.0,0,1,5.0238805208462765,6327.0,8.752581469146884
152,LP001531,1,0,0,0,0,9166,0.0,244.0,360.0,1.0,2,0,5.497168225293202,9166.0,9.123256265069069
153,LP001532,1,1,2,1,0,2281,0.0,113.0,360.0,1.0,0,0,4.727387818712341,2281.0,7.732369222284388
154,LP001535,1,0,0,0,0,3254,0.0,50.0,360.0,1.0,2,1,3.912023005428146,3254.0,8.087640287778983
155,LP001536,1,1,3,0,0,39999,0.0,600.0,180.0,0.0,1,1,6.396929655216146,39999.0,10.596609732783568
157,LP001543,1,1,1,0,0,9538,0.0,187.0,360.0,1.0,2,1,5.231108616854587,9538.0,9.16303909885817
158,LP001546,1,0,0,0,0,2980,2083.0,120.0,360.0,1.0,0,1,4.787491742782046,5063.0,8.529714471969909
159,LP001552,1,1,0,0,0,4583,5625.0,255.0,360.0,1.0,1,1,5.541263545158426,10208.0,9.23092700558457
160,LP001560,1,1,0,1,0,1863,1041.0,98.0,360.0,1.0,1,1,4.584967478670572,2904.0,7.973844375944687
161,LP001562,1,1,0,0,0,7933,0.0,275.0,360.0,1.0,2,0,5.616771097666572,7933.0,8.978786553302003
162,LP001565,1,1,1,0,0,3089,1280.0,121.0,360.0,0.0,1,0,4.795790545596741,4369.0,8.382289428951436
163,LP001570,1,1,2,0,0,4167,1447.0,158.0,360.0,1.0,0,1,5.062595033026967,5614.0,8.633018756921828
164,LP001572,1,1,0,0,0,9323,0.0,75.0,180.0,1.0,2,1,4.31748811353631,9323.0,9.140239744296693
165,LP001574,1,1,0,0,0,3707,3166.0,182.0,360.0,1.0,0,1,5.204006687076795,6873.0,8.835355971121606
166,LP001577,0,1,0,0,0,4583,0.0,112.0,360.0,1.0,0,0,4.718498871295094,4583.0,8.430109084509125
167,LP001578,1,1,0,0,0,2439,3333.0,129.0,360.0,1.0,0,1,4.859812404361672,5772.0,8.660773919893762
168,LP001579,1,0,0,0,0,2237,0.0,63.0,480.0,0.0,1,0,4.143134726391533,2237.0,7.71289096149013
169,LP001580,1,1,2,0,0,8000,0.0,200.0,360.0,1.0,1,1,5.298317366548036,8000.0,8.987196820661973
170,LP001581,1,1,0,1,0,1820,1769.0,95.0,360.0,1.0,0,1,4.553876891600541,3589.0,8.185628891147607
171,LP001585,1,1,3,0,0,51763,0.0,700.0,300.0,1.0,2,1,6.551080335043404,51763.0,10.854430887309706
172,LP001586,1,1,3,1,0,3522,0.0,81.0,180.0,1.0,0,0,4.394449154672439,3522.0,8.166784289056151
173,LP001594,1,1,0,0,0,5708,5625.0,187.0,360.0,1.0,1,1,5.231108616854587,11333.0,9.335474102732949
174,LP001603,1,1,0,1,1,4344,736.0,87.0,360.0,1.0,1,0,4.465908118654584,5080.0,8.533066540572527
175,LP001606,1,1,0,0,0,3497,1964.0,116.0,360.0,1.0,0,1,4.7535901911063645,5461.0,8.605387202152153
176,LP001608,1,1,2,0,0,2045,1619.0,101.0,360.0,1.0,0,1,4.61512051684126,3664.0,8.20631072579402
177,LP001610,1,1,3,0,0,5516,11300.0,495.0,360.0,0.0,1,0,6.20455776256869,16816.0,9.730086093116732
178,LP001616,1,1,1,0,0,3750,0.0,116.0,360.0,1.0,1,1,4.7535901911063645,3750.0,8.229511118964457
179,LP001630,1,0,0,1,0,2333,1451.0,102.0,480.0,0.0,2,0,4.624972813284271,3784.0,8.238536930171769
180,LP001633,1,1,1,0,0,6400,7250.0,180.0,360.0,0.0,2,0,5.19295685089021,13650.0,9.521494800613105
182,LP001636,1,1,0,0,0,4600,0.0,73.0,180.0,1.0,1,1,4.290459441148391,4600.0,8.433811582477187
183,LP001637,1,1,1,0,0,33846,0.0,260.0,360.0,1.0,1,0,5.560681631015528,33846.0,10.429576102968031
184,LP001639,0,1,0,0,0,3625,0.0,108.0,360.0,1.0,1,1,4.68213122712422,3625.0,8.195609567288775
185,LP001640,1,1,0,0,1,39147,4750.0,120.0,360.0,1.0,1,1,4.787491742782046,43897.0,10.689601259598334
186,LP001641,1,1,1,0,1,2178,0.0,66.0,300.0,0.0,0,0,4.189654742026425,2178.0,7.686162303492906
188,LP001644,1,1,0,0,1,674,5296.0,168.0,360.0,1.0,0,1,5.123963979403259,5970.0,8.694502206386648
189,LP001647,1,1,0,0,0,9328,0.0,188.0,180.0,1.0,0,1,5.236441962829949,9328.0,9.140775908590273
190,LP001653,1,0,0,1,0,4885,0.0,48.0,360.0,1.0,0,1,3.871201010907891,4885.0,8.493924564476883
191,LP001656,1,0,0,0,0,12000,0.0,164.0,360.0,1.0,1,0,5.099866427824199,12000.0,9.392661928770137
192,LP001657,1,1,0,1,0,6033,0.0,160.0,360.0,1.0,2,0,5.075173815233827,6033.0,8.704999678440762
193,LP001658,1,0,0,0,0,3858,0.0,76.0,360.0,1.0,1,1,4.330733340286331,3858.0,8.257904193465674
194,LP001664,1,0,0,0,0,4191,0.0,120.0,360.0,1.0,0,1,4.787491742782046,4191.0,8.340694647925071
195,LP001665,1,1,1,0,0,3125,2583.0,170.0,360.0,1.0,1,0,5.135798437050262,5708.0,8.649623978596727
196,LP001666,1,0,0,0,0,8333,3750.0,187.0,360.0,1.0,0,1,5.231108616854587,12083.0,9.399554785027307
197,LP001669,0,0,0,1,0,1907,2365.0,120.0,360.0,1.0,2,1,4.787491742782046,4272.0,8.35983738064003
199,LP001673,1,0,0,0,1,11000,0.0,83.0,360.0,1.0,2,0,4.418840607796598,11000.0,9.305650551780507
200,LP001674,1,1,1,1,0,2600,2500.0,90.0,360.0,1.0,1,1,4.499809670330265,5100.0,8.536995818712418
201,LP001677,1,0,2,0,0,4923,0.0,166.0,360.0,0.0,1,1,5.111987788356544,4923.0,8.5016733797582
